,chembid,smiles_notation
3744,CHEMBL1910277,Cc1c(C#N)c(Nc2ccc(S(N)(=O)=O)cc2)nc2nc(NCCO)nc(N)c12
3745,CHEMBL1956898,COc1cc(Cn2ccc3c(Nc4cccc(Br)c4)nc(N)nc32)cc(OC)c1OC
3746,CHEMBL1956890,Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccccc3Cl)c2n1
3747,CHEMBL1958221,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1
3748,CHEMBL1928956,O=C(Cc1cc(F)c(F)cc1F)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1
3749,CHEMBL1946847,CNc1nc(N/N=C/c2ccc(O)cc2)nc(Nc2ccccc2)n1
3750,CHEMBL1929304,O=[N+]([O-])c1ccccc1-c1nnc(SCc2ccccc2)o1
3751,CHEMBL1950289,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1
3752,CHEMBL484967,NCc1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1
3753,CHEMBL2070199,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCO5)cc23)c1
3754,CHEMBL2018878,CCCCOc1cc2c(Nc3ccc(NC(=O)OC)c(C)c3)ncnc2cc1OCCN(CC)CC
3755,CHEMBL179603,COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)cc1
3756,CHEMBL2018750,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)cc3)c2cc1OC
3757,CHEMBL2018776,CCCCOc1cc2c(Nc3ccc(NC(=O)OC)c(Cl)c3)ncnc2cc1OCCN(CC)CC
3758,CHEMBL2029430,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OCC)nc32)c1
3759,CHEMBL2031305,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1
3760,CHEMBL3114699,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCOCC2)CCO4)c1
3761,CHEMBL3088224,Cc1ccc(C(=O)N/N=C(/Cn2c([N+](=O)[O-])cnc2C)c2ccc(Br)cc2)cc1
3762,CHEMBL3233762,CN(C)CCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
3763,CHEMBL3233775,O=C(/C=C/CNC1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
3764,CHEMBL3234755,CN1CCN(Cc2ccc(NC(=O)c3cccc(NC(=O)c4cnc5[nH]ccc5c4)c3)cc2C(F)(F)F)CC1
3765,CHEMBL3219127,C=CC(=O)Nc1cccc(N2C(=O)C3CCCCN3C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
3766,CHEMBL3290931,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5C(F)(F)F)c(=O)cc4C)cc3F)ccnc2cc1OCCCN1CCOCC1
3767,CHEMBL3297894,Cc1nc(Nc2ccc(F)c(Cl)c2)c2cc(C)oc2n1
3768,CHEMBL3357640,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCOCC1
3769,CHEMBL3355876,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-]
3770,CHEMBL3355880,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1
3771,CHEMBL3325480,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12
3772,CHEMBL3416629,C#Cc1cccc(-n2c(=O)[nH]c3c(C(=O)Nc4ccc(CN5CCCC5)cc4)sc4ncnc2c43)c1
3773,CHEMBL3416622,COc1ccccc1-c1cc2c(NCc3cccs3)ncnc2s1
3774,CHEMBL171000,O=C(O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O
3775,CHEMBL174426,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21
3776,CHEMBL157084,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1
3777,CHEMBL172449,O=C(NO)c1cc(NCc2cc(O)ccc2O)ccc1O
3778,CHEMBL594320,COc1ccccc1C(=Cc1coc2nc(=N)[nH]c(N)c12)C1CC1
3779,CHEMBL1242846,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1
3780,CHEMBL1958023,Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1
3781,CHEMBL2029439,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccc(-c4ccccc4)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
3782,CHEMBL2316157,COc1cc(/C=C2\CCC/C(=C\c3cc(OC)cc(OC)c3)C2=O)cc(OC)c1
3783,CHEMBL3088218,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccncc1)c1ccc(Br)cc1
3784,CHEMBL73402,Cc1nc(Nc2cccc(Cl)c2)c2c(C)c(C)[nH]c2n1
3785,CHEMBL87810,COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
3786,CHEMBL169885,O=C(OCCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)c1cc(NCc2cc(O)ccc2O)ccc1O
3787,CHEMBL357803,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c(C)c1CCC(=O)O
3788,CHEMBL171545,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNC1
3789,CHEMBL225930,ClCCN(CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)c1ccc(Cl)cc1
3790,CHEMBL378145,Clc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2
3791,CHEMBL1084117,CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(Nc2ccc([N+](=O)[O-])cc2Cl)=N1
3792,CHEMBL3216254,CN(C)c1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl.Cl
3793,CHEMBL2087352,Brc1cccc(Nc2ncnc3cc4c(cc23)Oc2ccccc2O4)c1
3794,CHEMBL3234757,CC(C)c1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1
3795,CHEMBL3237946,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccc(Cl)cc2)c1Cl
3796,CHEMBL3221543,CCCCOc1cc2c(Nc3ccc(NC(=O)OCC)c(C)c3)ncnc2cc1OCCN(CC)CC.Cl
3797,CHEMBL538507,Cc1ccc(SCC(CN(C)C)C(=O)c2ccc(OCc3ccccc3)cc2)cc1C.Cl
3798,CHEMBL79206,CN(CCO)Cc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
3799,CHEMBL88771,O=C(O)CCc1c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)[nH]c2c1CCCC2
3800,CHEMBL141175,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O
3801,CHEMBL76587,N#CC(C#N)Cc1ccc(O)cc1
3802,CHEMBL304333,Cc1cc(C)c2cc(-c3ccsc3)cnc2c1
3803,CHEMBL225928,CN(CCCl)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1
3804,CHEMBL248220,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCc1ccccc1
3805,CHEMBL51320,c1ccc(CNc2ncnc3cnccc23)cc1
3806,CHEMBL101683,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1
3807,CHEMBL260861,COc1cc(Nc2nn3c(N[C@H](CO)Cc4ccccc4)cc(C4CC4)nc3c2C(N)=O)cc(OC)c1
3808,CHEMBL604893,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)c(Cl)c3)c2cc1OCCCN1CCN(C)CC1
3809,CHEMBL2335378,Nc1nc(Nc2ccc(F)c(Cl)c2)c2cc(CCc3ccccn3)[nH]c2n1
3810,CHEMBL2442320,COc1cc(OC)c2c(=O)n(-c3ccc(F)c(Cl)c3)ccc2c1
3811,CHEMBL3133755,O=C(Nc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)c1)Nc1ccc(F)c(Cl)c1
3812,CHEMBL84513,O=C(O)CCCC1C(S)=Nc2ccccc21
3813,CHEMBL542887,C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl
3814,CHEMBL245868,CN(C)CCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12
3815,CHEMBL61119,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C
3816,CHEMBL271587,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCCN(C)C
3817,CHEMBL1171273,COc1ccccc1/C=C/C(=O)OCCn1c([N+](=O)[O-])cnc1C
3818,CHEMBL1823221,CCc1cc2c(cc1N1CCN(C3COC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
3819,CHEMBL2047017,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(F)c(F)c2)c1)NO
3820,CHEMBL3353408,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
3821,CHEMBL3425662,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3ccco3)c2)n1
3822,CHEMBL291514,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1
3823,CHEMBL424255,COc1cccc2c(NCc3ccccc3)ncnc12
3824,CHEMBL303391,COc1ccc2cc(-c3cccnc3)cnc2c1OC
3825,CHEMBL206783,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC[C@@H]1C(N)=O
3826,CHEMBL403435,Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1ccccn1
3827,CHEMBL244948,O=c1ccc2ccc(O)c(O)c2o1
3828,CHEMBL489083,N=C(N)SCCCn1c(=O)c2n3ccc4cccc(c43)c3cc4ccccc4n3c=2c1=O
3829,CHEMBL478649,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
3830,CHEMBL504135,Nc1ncnc2c1ncn2CC(=O)c1ccccn1
3831,CHEMBL461792,COC[C@H]1Oc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2O[C@@H]1COC
3832,CHEMBL1169856,Cc1ccc(C2=NN(C(N)=S)C(c3ccccc3F)C2)cc1C
3833,CHEMBL2337371,CC(C)(C)C(=O)Nc1nc(Nc2cccc(F)c2)c2c(n1)[nH]c1cccc(Cl)c12
3834,CHEMBL116547,COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O
3835,CHEMBL64459,Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1
3836,CHEMBL153573,Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F
3837,CHEMBL193159,O=C(CCl)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
3838,CHEMBL380078,CNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
3839,CHEMBL334973,Cn1c([Se][Se]c2c(C(=O)OC(C)(C)C)c3ccccc3n2C)c(C(=O)OC(C)(C)C)c2ccccc21
3840,CHEMBL91914,O=[N+]([O-])c1ccc2c(Nc3ccccc3)ncnc2c1
3841,CHEMBL358092,COC(=O)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1
3842,CHEMBL380006,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(=O)N(C)C
3843,CHEMBL84143,Cn1c(SSc2c(CCC(=O)O)c3ccccc3n2C)c(CCC(=O)O)c2ccccc21
3844,CHEMBL329183,O=[N+]([O-])c1ccc2c(Nc3cccc(F)c3)ncnc2c1
3845,CHEMBL367792,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1cccc2cccnc12
3846,CHEMBL125810,Nc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cn1
3847,CHEMBL82640,O=C(O)CCC1(CCC(=O)O)C(S)=Nc2ccccc21
3848,CHEMBL179458,COc1cc2ncc(C#N)c(Nc3ccc(-n4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
3849,CHEMBL165630,OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
3850,CHEMBL55993,Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1
3851,CHEMBL2148044,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21
3852,CHEMBL2447950,CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC.Cl
3853,CHEMBL553137,Cl.Cn1c2ccccc2c2ncnc(Nc3cccc(Br)c3)c21
3854,CHEMBL414631,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
3855,CHEMBL421548,O=C1Nc2ccc(Cl)cc2/C1=C/c1ccc(N2CCOCC2)cc1
3856,CHEMBL173498,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1
3857,CHEMBL83429,O=C(O)CC1C(S)=Nc2ccccc21
3858,CHEMBL394495,C[C@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21
3859,CHEMBL168921,CC(C)(C)OC(=O)N1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1
3860,CHEMBL338449,CO[C@H]1[C@@H](N(C)C(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
3861,CHEMBL398606,CC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cc1
3862,CHEMBL202424,CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1
3863,CHEMBL162142,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1
3864,CHEMBL1241684,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21
3865,CHEMBL1200558,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1
3866,CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
3867,CHEMBL3221262,CCCCNC(=O)Nc1cc(Cl)c(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl
3868,CHEMBL3335244,COc1cc(Br)c(Br)c(/C=N/c2ccc3[nH]c(=O)[nH]c3c2)c1O
3869,CHEMBL53404,CC(=O)Nc1cc2ncnc(NCc3ccccc3)c2cn1
3870,CHEMBL216048,COc1cc2c(cc1OC)Oc1ncnc(Oc3cccc(Br)c3)c1NC2
3871,CHEMBL99743,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC
3872,CHEMBL322066,COc1cc(Nc2nccc(-c3ccc(N4CCNCC4)nc3)n2)cc(OC)c1OC
3873,CHEMBL242555,COCCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1OC
3874,CHEMBL610365,data not retrieved
3875,CHEMBL443169,CCC(C)[C@H]1[C@](C)(O)C(=O)[C@@]2(O)C[C@](C)(O)C[C@@H](C)[C@@H]2[C@]1(C)C(=O)/C=C/N(c1ccccc1)c1ccc2ccccc2c1
3876,CHEMBL460721,CCN(CC)CCCNC(=O)/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
3877,CHEMBL604094,O=C(CCCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)NO
3878,CHEMBL1242109,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21
3879,CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
3880,CHEMBL2437484,COc1ccc(Nc2ncc3ncc(=O)n(-c4cccc(NC(=O)/C=C/CN(C)C)c4)c3n2)cc1
3881,CHEMBL3344211,CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
3882,CHEMBL76905,N#CC(C#N)=Cc1cc(O)cc(O)c1
3883,CHEMBL178312,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1
3884,CHEMBL251700,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCCCC4)cc23)cc1Cl
3885,CHEMBL190651,COCC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1
3886,CHEMBL132466,COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC
3887,CHEMBL87746,COc1c(Br)cc(/C=C2\C(=O)Nc3ccccc32)cc1C(C)(C)C
3888,CHEMBL21221,O=C(CO)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O
3889,CHEMBL155761,CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1
3890,CHEMBL56319,CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
3891,CHEMBL166255,CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
3892,CHEMBL347074,Cc1c(CCC(=O)O)c[nH]c1/C=C1\C(=O)Nc2cc(-c3ccccc3)ccc21
3893,CHEMBL130893,COC(=O)c1ccc(/N=C/c2cc(O)ccc2O)cc1O
3894,CHEMBL335718,CCCCC(O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
3895,CHEMBL94068,O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
3896,CHEMBL284326,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1
3897,CHEMBL543600,CC(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1.Cl
3898,CHEMBL328977,O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
3899,CHEMBL398154,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccn4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C
3900,CHEMBL118205,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O
3901,CHEMBL345203,CNC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NC)[nH]c2ccccc12
3902,CHEMBL340611,CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
3903,CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
3904,CHEMBL1204168,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC.Cl
3905,CHEMBL293991,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21
3906,CHEMBL160207,CN(C)C(=O)c1c(SSc2c(C(=O)N(C)C)c3ccccc3n2C)n(C)c2ccccc12
3907,CHEMBL266995,Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1
3908,CHEMBL397949,CC(=O)c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12
3909,CHEMBL303144,C[C@H](Nc1cc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)ccn1)c1ccccc1
3910,CHEMBL360754,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H]4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
3911,CHEMBL197689,CCc1c(C(=O)NC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
3912,CHEMBL117696,O=[N+]([O-])c1cccc2c(NCc3ccccc3)ncnc12
3913,CHEMBL50977,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cncnc21
3914,CHEMBL134371,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
3915,CHEMBL333231,Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1
3916,CHEMBL77387,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1
3917,CHEMBL384042,COc1cc2c(cc1OC)Sc1nc(C)nc(Nc3ccc4c(c3)CN=N4)c1NC2
3918,CHEMBL311811,COC(=O)Cc1c(Sc2c(CC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12
3919,CHEMBL368278,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21
3920,CHEMBL214478,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1
3921,CHEMBL177298,CC(C)(Nc1nc(NO)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1
3922,CHEMBL122243,Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1
3923,CHEMBL544770,CN(C)CCC(=O)c1ccc(OCc2ccccc2)cc1.Cl
3924,CHEMBL541307,CN(C)CC(CNNC(N)=O)C(=O)c1ccc(OCc2ccccc2)cc1.Cl
3925,CHEMBL157952,O=C(NCc1ccccc1)C(O)Cc1c(SSc2[nH]c3ccccc3c2CC(O)C(=O)NCc2ccccc2)[nH]c2ccccc12
3926,CHEMBL308645,Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
3927,CHEMBL57170,COc1ccc(C=C(C#N)C#N)cc1F
3928,CHEMBL112421,Nc1ccc(-c2cc(=O)c3cc(O)cc(N)c3o2)cc1
3929,CHEMBL477,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3930,CHEMBL258282,CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1
3931,CHEMBL499534,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCNCC1
3932,CHEMBL474267,N#CC(C#N)=C(C#N)c1ccc(O)c(O)c1
3933,CHEMBL490960,CSCc1oc2cc(O)cc(O)c2c(=O)c1-c1ccc(O)cc1
3934,CHEMBL485070,CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O
3935,CHEMBL505970,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1
3936,CHEMBL453376,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1
3937,CHEMBL495979,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1
3938,CHEMBL1761934,COc1ccc(NC(=O)Nc2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)cc1
3939,CHEMBL1812572,O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
3940,CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
3941,CHEMBL1928958,COc1ccc(/C=C/C(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC
3942,CHEMBL1929306,CCOc1ccccc1-c1nnc(SCc2ccccc2)o1
3943,CHEMBL407591,COc1ccc(Nc2ncnc3ccncc23)c(N)c1
3944,CHEMBL3134612,COc1cc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc(OC)c1OC
3945,CHEMBL3092307,CCN(CC)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
3946,CHEMBL3114690,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(C)C)CCO4)c1
3947,CHEMBL3234866,COc1ccc(Oc2nc3ccccc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1
3948,CHEMBL3235202,COc1ccc(Oc2nc3ccc(C)cc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1
3949,CHEMBL3233767,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
3950,CHEMBL3233770,O=C(CCl)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
3951,CHEMBL3237930,CCN(CC)CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
3952,CHEMBL3219128,C=CC(=O)Nc1cccc(N2C(=O)C(C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
3953,CHEMBL3297956,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)nc1
3954,CHEMBL3353404,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
3955,CHEMBL3360609,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1
3956,CHEMBL3416623,COc1ccccc1-c1cc2c(N[C@H](C)c3cccs3)ncnc2s1
3957,CHEMBL383246,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1
3958,CHEMBL269889,Fc1c(Br)cccc1Nc1ncnc2ccncc12
3959,CHEMBL461139,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12
